nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,class
-0.3031859,0.7677906,-0.3239286,0.5682878,-0.1708065,0.5752677,-0.11702,0.3367686,-0.0675171,0.07522451,-0.4531648,0.5475348,-0.52876,0.3832295,-0.3940543,0.6399655,-0.2375022,0.06679498,-0.2602974,-0.1945219,-0.3138011,-0.4857946,-0.3704439,0.06466419,-0.4461071,-0.2224011,-0.5246872,-0.5574538,call
-0.3722002,0.7143528,-0.4464324,0.5312969,-0.3693527,0.512513,-0.3044897,0.3073662,-0.203965,0.2805965,-0.5358353,0.4718426,-0.5289694,0.2477963,-0.2255552,0.26319,-0.373843,0.05810921,-0.4003396,-0.20834,-0.5316207,-0.5918906,-0.455841,0.03158333,-0.4747766,-0.2650546,-0.536395,-0.6227646,call
-0.4267939,0.7592646,-0.4762645,0.5451632,-0.4086046,0.489482,-0.343504,0.2844435,-0.2047389,0.1267355,-0.5507168,0.5013027,-0.4675569,0.327873,-0.392014,0.5940378,-0.3959069,0.06556789,-0.4089292,-0.2143527,-0.5319033,-0.5763371,-0.4684294,0.05165998,-0.4768808,-0.2598641,-0.5383301,-0.6267093,call
-0.1484554,0.7575311,-0.1614296,0.5413516,-0.01310102,0.5102075,0.1370397,0.3226904,0.01303599,0.5738102,-0.3264587,0.5193207,-0.387959,0.2661632,-0.394915,-0.02876153,-0.09365448,0.02590601,-0.06433666,-0.2953547,-0.06167457,-0.5949273,-0.2433003,0.02547756,-0.2740292,-0.2908027,-0.2796325,-0.595834,call
-0.1536477,0.762305,-0.1717793,0.544727,-0.02115783,0.5134715,0.1099104,0.3269425,0.01055507,0.4874114,-0.3384084,0.5250829,-0.3934422,0.2719642,-0.3847648,-0.02331714,-0.1043752,0.02928806,-0.07252132,-0.2902741,-0.06558563,-0.5939319,-0.2539729,0.02850711,-0.2845448,-0.2912752,-0.2816384,-0.5979579,call
-0.3254499,0.7578363,-0.3611456,0.5650119,-0.2628172,0.5097002,-0.08277354,0.4808438,-0.229235,0.6582463,-0.4375153,0.4795438,-0.5837399,0.261168,-0.3531727,-0.03179282,-0.3216552,0.06697909,-0.3167918,-0.2511885,-0.4209827,-0.6297448,-0.3889259,0.06001753,-0.4055921,-0.2912693,-0.4655119,-0.6413119,call
-0.2438296,0.7964284,-0.2507667,0.5923433,-0.08212858,0.5762474,-0.05055522,0.3327712,-0.07767556,0.03779553,-0.4133807,0.5501478,-0.4318407,0.28462,-0.429199,-0.01789918,-0.1728423,0.08023466,-0.1639875,-0.2451534,-0.1803198,-0.5635503,-0.3214047,0.08076017,-0.3487999,-0.2324188,-0.358821,-0.5746041,call
-0.2155426,0.788443,-0.2239554,0.5952775,-0.07630616,0.5785794,0.00987977,0.4148425,-0.142759,0.7247117,-0.39261,0.5563267,-0.4286424,0.2931347,-0.4299788,-0.01629638,-0.1652937,0.08773474,-0.1609746,-0.2118415,-0.1853913,-0.5700403,-0.3147404,0.08523837,-0.3426618,-0.2464058,-0.3575914,-0.5772575,call
-0.2010671,0.7723769,-0.2495562,0.5793903,-0.1814408,0.574688,-0.09973307,0.384273,-0.09836107,0.1995464,-0.3333293,0.5372436,-0.2269074,0.3207251,-0.1558489,0.5216506,-0.1813673,0.1262297,-0.1526322,-0.1631171,-0.2403824,-0.5538657,-0.2519076,0.0952714,-0.2684491,-0.2479555,-0.3241416,-0.5976242,call
-0.2496827,0.8593637,-0.2875162,0.6496461,-0.1017327,0.6258088,-0.01891374,0.4147501,-0.03803435,0.2741762,-0.4529945,0.6180164,-0.5255576,0.366961,-0.4766578,0.07197668,-0.1806031,0.1029322,-0.1741761,-0.2571874,-0.1840066,-0.5606933,-0.3386917,0.09796759,-0.4028567,-0.2601873,-0.4594825,-0.5750064,call
-0.2391309,0.8399595,-0.2663589,0.6401945,-0.1133928,0.5926858,0.06606995,0.4544557,-0.1207077,0.7291209,-0.4506211,0.609676,-0.5314056,0.37923,-0.4869265,0.06676109,-0.1857285,0.09614142,-0.1800014,-0.2496991,-0.1849703,-0.5647303,-0.3553897,0.09480363,-0.4046282,-0.2536591,-0.4592324,-0.5745363,call
-0.2513069,0.831275,-0.3062441,0.6385102,-0.161626,0.6800275,-0.1277546,0.5229011,-0.1607268,0.7626231,-0.3634023,0.5494665,-0.3559871,0.2878011,-0.2504037,-0.02869472,-0.1769379,0.1324463,-0.1894465,-0.1926287,-0.2628826,-0.4796686,-0.2607584,0.08816051,-0.285224,-0.3172877,-0.3886308,-0.6733003,call
-0.2685932,0.8399384,-0.2625573,0.6431831,-0.09603088,0.5895869,0.003745568,0.4680242,-0.1045315,0.697112,-0.4330997,0.5999803,-0.4915483,0.3957133,-0.2881716,0.4120193,-0.17671,0.1058519,-0.1266165,-0.2139549,-0.1457888,-0.5329815,-0.3333032,0.1050034,-0.3730041,-0.2090159,-0.421887,-0.5412841,call
-0.2574333,0.861003,-0.2999059,0.6697407,-0.1974444,0.594608,-0.3684863,0.3935706,-0.04409251,0.4327188,-0.3599496,0.5689709,-0.3942552,0.2758234,-0.3405845,-0.01219137,-0.2062387,0.1177065,-0.190595,-0.1688301,-0.3376736,-0.5200354,-0.3039935,0.1180798,-0.323024,-0.2446638,-0.4004512,-0.593209,call
-0.1433488,0.5393248,-0.1456244,0.3448363,0.01675614,0.3150372,0.05517217,0.07647466,0.07925461,-0.2456085,-0.30949,0.3077309,-0.3487904,0.06933641,-0.3339138,-0.1925087,-0.06332462,-0.1453371,-0.05871343,-0.4348987,-0.06632007,-0.6965178,-0.1990693,-0.147543,-0.2378242,-0.4107274,-0.2335757,-0.6992531,call
-0.1588086,0.5341139,-0.1579887,0.3433585,0.00704554,0.3621909,0.2024854,0.3674786,-0.04133284,0.5153359,-0.2828142,0.2926614,-0.3229325,0.04292975,-0.279135,-0.2232604,-0.03459829,-0.116452,-0.03204124,-0.3802263,-0.06003373,-0.704151,-0.1801436,-0.1398325,-0.2063011,-0.3754053,-0.2274654,-0.7010415,call
-0.01683694,0.6831833,-0.07477072,0.50319,0.08073848,0.4568976,0.1495675,0.2613703,0.3555962,0.3337423,-0.1784874,0.433104,-0.2064292,0.1835942,-0.1336174,-0.0788779,0.00698036,0.04262378,-0.01776291,-0.2672143,-0.1019286,-0.5834873,-0.07287735,0.03130072,-0.1444257,-0.3090037,-0.1775288,-0.6288019,call
-0.0591668,0.6594023,-0.08353092,0.484947,0.07341588,0.5126871,0.1051164,0.2719024,0.07142295,0.5533979,-0.1693498,0.4112893,-0.1849333,0.161156,-0.1019268,-0.09280507,0.01286199,0.07545131,0.001567685,-0.2475469,-0.09899357,-0.5981359,-0.06813416,0.04236861,-0.1214511,-0.2919758,-0.1781001,-0.6278778,call
0.09859812,0.6177645,0.1309103,0.4285996,0.2761763,0.3773917,0.3044204,0.1536892,0.02541176,0.221279,-0.04239533,0.425799,-0.1241673,0.1825179,-0.09578392,0.2216339,0.1731888,-0.06778123,0.2313498,-0.3680654,0.2424168,-0.6830403,0.03253081,-0.0600116,0.004107321,-0.3417863,-0.02770306,-0.6547224,call
0.1523623,0.6115898,0.1554063,0.4219233,0.3011023,0.3568841,0.3589282,0.108774,0.3076378,-0.1948608,0.009424504,0.4351815,-0.180287,0.3115885,0.00992188,0.5464937,0.1915998,-0.0826421,0.2420241,-0.3726803,0.2463203,-0.6810548,0.04830429,-0.06962661,-0.003613389,-0.3380604,-0.04010981,-0.6708632,call
-0.1125782,0.660911,-0.1624238,0.4629651,-0.01345932,0.4441884,0.1021363,0.2442206,0.09644064,0.4491068,-0.2933125,0.4057129,-0.3379377,0.1518911,-0.2365851,-0.1458651,-0.04513186,-0.03579834,-0.1025643,-0.3585984,-0.1404659,-0.6717004,-0.169671,-0.04223587,-0.2565466,-0.3866984,-0.3183948,-0.7335677,call
0.1908018,0.7266884,0.2182609,0.5217408,0.3426219,0.4521021,0.401744,0.2280827,0.1441221,0.1050342,0.05920335,0.5039495,0.03326664,0.2739381,-0.01103222,0.09492776,0.2682686,-0.01038933,0.3190867,-0.3430723,0.3576509,-0.7186651,0.151118,-0.008582961,0.1406402,-0.3173853,0.1494581,-0.6402768,call
0.1857684,0.7417281,0.1950088,0.5255166,0.3393461,0.4733244,0.3138404,0.3234318,0.2208792,0.6414576,0.06488519,0.5204356,0.02808563,0.2972879,-0.02011589,-0.01153724,0.2302903,-0.008455793,0.2947591,-0.3510294,0.3534475,-0.7240531,0.1075452,-0.003061503,0.1147812,-0.326726,0.1387637,-0.6466814,call
0.01623107,0.7379066,-0.02579716,0.5282593,0.1318398,0.5089638,0.1711049,0.3212351,0.1792583,0.2199764,-0.1530957,0.4561861,-0.1749555,0.2368175,0.1363631,0.2126879,0.08370729,-0.01240153,0.1207187,-0.3407229,0.08804306,-0.6685592,-0.04078578,-0.01835842,-0.08713207,-0.3623909,-0.1302672,-0.7048713,call
-0.04575216,0.5494118,-0.01311157,0.3425066,0.09948712,0.2894623,0.1062511,0.06275149,-0.2045799,-0.01396819,-0.1569937,0.3380479,-0.1723017,0.09460293,-0.2035201,-0.005146725,-0.002891009,-0.1678985,0.05538902,-0.4675738,0.05712093,-0.7508398,-0.1166732,-0.1579883,-0.1073853,-0.4546043,-0.07092085,-0.7413323,call
-0.1876089,0.5444075,-0.1034934,0.3451638,0.01901468,0.2946571,0.101154,0.347063,-0.1192105,0.4873094,-0.2408528,0.2794023,-0.212888,0.06637951,-0.2055987,-0.2488953,-0.01297751,-0.1608794,0.05457493,-0.4551504,0.05453635,-0.7537516,-0.129701,-0.1826929,-0.09849499,-0.4751289,-0.07409436,-0.742125,call
-0.02537266,0.5244941,-0.02761435,0.3113633,0.1334975,0.2946086,0.3411191,0.249506,0.1204579,0.4854539,-0.1438436,0.2495333,-0.1900021,-0.001341019,-0.1514821,-0.2746121,0.07489239,-0.1778746,0.07540691,-0.4554443,0.02970976,-0.7674454,-0.05501039,-0.1869589,-0.08883775,-0.4747099,-0.09609474,-0.7913994,call
-0.05440467,0.7824809,-0.03401132,0.5692683,0.1203202,0.5120144,0.1754689,0.2704379,0.1226866,-0.05599196,-0.1939223,0.5600666,-0.3654999,0.4464952,-0.1825959,0.7073746,0.02537244,0.04412159,0.1011099,-0.3684623,0.191548,-0.7346107,-0.1135534,0.0513488,-0.04936583,-0.3575977,0.02845838,-0.7028787,call
0.08760847,0.7458104,0.03361017,0.5451797,0.1870947,0.5311502,0.2114168,0.3366917,0.08333032,0.197994,-0.09670286,0.4991679,-0.1669394,0.2808942,0.1254693,0.1935484,0.1392238,0.03968515,0.1282984,-0.3586858,0.04623028,-0.7254532,0.01677055,0.02602186,-0.002671605,-0.3767195,-0.08220284,-0.7630568,call
0.1406422,0.6924621,0.07822258,0.5125351,0.1994387,0.5176081,0.2228629,0.3290653,0.2082712,0.1859627,-0.07656251,0.5044044,-0.1019078,0.3243586,0.03888343,0.5569567,0.1580135,0.02225674,0.1354146,-0.3585243,0.04608405,-0.7265275,0.03576832,0.01383724,0.003363966,-0.3698577,-0.07974703,-0.7602874,call
0.200917,0.2247609,0.2224455,0.03233425,0.3557169,-0.01902029,0.3890798,-0.2335672,0.09742397,-0.1914651,0.07450147,0.02462812,0.03090645,-0.1867789,-0.01845312,-0.1794046,0.2424475,-0.4470518,0.1130338,-0.453429,0.08251113,-0.8362617,0.1014927,-0.4371079,-0.1966636,-0.4069472,-0.2111357,-0.7769774,call
0.2047781,0.2208431,0.2227412,0.02665044,0.3558652,-0.01942559,0.3880883,-0.2342391,0.08752017,-0.185163,0.07662688,0.02569874,0.03398973,-0.1740146,0.09614901,-0.1800243,0.2497955,-0.4438834,0.1127265,-0.4556369,0.08180563,-0.8332848,0.1074586,-0.4344631,-0.1910477,-0.4066078,-0.2059271,-0.7812126,call
0.2386873,0.2330531,0.2363975,0.04220798,0.3571221,-0.01832191,0.3952795,-0.224972,0.1188863,-0.3299817,0.08590468,0.03068863,-0.08922146,-0.02514977,0.11576,0.2050281,0.2428187,-0.4434323,0.08908316,-0.444725,0.07308769,-0.836287,0.09912407,-0.430999,-0.2108043,-0.4025318,-0.2150009,-0.7681381,call
0.1197412,0.5561433,0.07972589,0.3805208,0.2498995,0.3534971,0.310601,0.1556805,0.2145081,0.08626218,-0.06343417,0.3426951,-0.1405039,0.1309224,0.1958363,0.07593469,0.1587414,-0.1113055,0.1512268,-0.3743883,0.1283668,-0.6975879,0.04022695,-0.1191452,-0.001115733,-0.3944094,-0.01226069,-0.7268869,call
0.1084182,0.576441,0.09103648,0.3828688,0.2467214,0.3607575,0.3020866,0.09392863,0.3250775,-0.2006887,-0.06054563,0.3607135,-0.1008831,0.2128453,0.01907034,0.4899794,0.1681608,-0.1315808,0.1473587,-0.3807815,0.1303509,-0.7037868,0.05753777,-0.1236005,0.000465992,-0.4044255,-0.01123306,-0.7298808,call
0.02094465,0.5113353,0.01022283,0.3423592,0.1137807,0.3051783,0.001691574,0.5037336,-0.005029418,0.647512,-0.05873479,0.2865929,0.03279904,0.03061986,0.1672102,-0.220082,0.05534641,-0.07269208,0.1466597,-0.3710563,0.1857259,-0.7175621,-0.04669467,-0.06798982,0.009483935,-0.3532427,0.03085858,-0.6979758,call
0.02490043,0.5041072,0.01158004,0.3490804,0.1393334,0.3086758,0.01333603,0.5023271,-0.1664946,0.6947785,-0.08746434,0.3617027,0.007535623,0.1065274,0.179343,-0.1082994,0.04752459,-0.04932702,0.1200275,-0.3451672,0.1843709,-0.7125178,-0.03977505,-0.04520788,0.01016037,-0.3367334,0.03031183,-0.6982322,call
0.02023873,0.5616241,0.005079274,0.3812092,0.1279795,0.3881309,0.1088812,0.1805169,0.07391456,-0.03978461,-0.07986365,0.289919,-0.03563234,0.04804621,0.1280903,-0.1897274,0.02912303,-0.05406309,0.1076711,-0.3617673,0.1658965,-0.7308828,-0.06682329,-0.05335085,-0.0187955,-0.3325879,0.02470608,-0.7092205,call
0.0287804,0.5356985,-0.0344705,0.3531392,0.1071216,0.3538264,0.1523335,0.1503552,0.2300576,0.1924714,-0.1452425,0.2982984,-0.1988911,0.07356815,-0.1620471,-0.2256798,0.07391442,-0.1347142,0.05609585,-0.4158493,0.04799657,-0.7407824,-0.04164931,-0.1466274,-0.09606868,-0.4304019,-0.1055114,-0.7507886,call
0.04239694,0.5436017,-0.007545478,0.3622743,0.1359242,0.304549,0.2077004,0.1367826,0.1004487,0.426656,-0.1426539,0.3074917,-0.1977308,0.0793836,-0.1688826,-0.2112284,0.07862701,-0.1388004,0.06427453,-0.4086745,0.04818637,-0.7393513,-0.06053613,-0.1401626,-0.08793677,-0.4352349,-0.1045488,-0.7475317,call
-0.05726594,0.2267765,-0.01009387,0.07639169,0.1027411,0.02525935,0.1405547,-0.1530111,-0.03037556,-0.05954675,-0.1475379,0.05122506,-0.177944,0.002149003,-0.1818695,-0.008313477,0.03983161,-0.3532117,-0.131407,-0.4399413,-0.09780725,-0.7405531,-0.07821516,-0.3343723,-0.1980997,-0.4372759,-0.166113,-0.7351384,call
-0.01566626,0.1917468,-0.04023072,0.06607299,0.1077508,0.009041816,0.09049957,-0.2193409,-0.1228313,-0.1645152,-0.1455989,0.02977315,-0.08363543,-0.009767707,-0.1422615,-0.1248297,0.06511945,-0.3747807,-0.1295986,-0.4353385,-0.1072106,-0.7519597,-0.06647649,-0.3566802,-0.1966553,-0.435017,-0.1829983,-0.7259799,call
-0.03173173,0.4830311,-0.03924095,0.2885317,0.08525126,0.270895,0.1180014,0.03520118,0.06540307,-0.1568316,-0.1444853,0.2202367,-0.1881714,-0.001364744,-0.1471488,-0.2730987,0.04296115,-0.1800978,0.01352369,-0.4595122,-0.01874271,-0.7491778,-0.06421731,-0.1911192,-0.07763758,-0.4574854,-0.07784945,-0.7447124,call
-0.05422089,0.4773909,-0.05159233,0.287636,0.06964328,0.2715485,0.1432238,0.09063645,0.1011175,0.2382127,-0.1382127,0.2201074,-0.1524251,0.03382918,0.09388185,0.2048392,0.02381667,-0.1771222,0.01758184,-0.4506008,-0.02406944,-0.7488574,-0.08815276,-0.186231,-0.07409153,-0.4523602,-0.08886752,-0.7476888,call
-0.01474,0.4656529,-0.04745339,0.2805568,0.08835892,0.2746633,0.1593565,0.05175593,-0.01343475,0.1625112,-0.1411604,0.2186391,-0.151288,0.03140816,0.09706169,0.05886692,0.02603415,-0.1672125,0.01314267,-0.4357141,-0.02508414,-0.7532121,-0.06679688,-0.1780379,-0.08891067,-0.4211779,-0.09806096,-0.7397568,call
0.01868045,0.6809202,0.04907492,0.4663816,0.1621779,0.39314,0.2604909,0.1415874,0.2139773,-0.1624541,-0.08885227,0.4471858,-0.1107399,0.1821635,-0.1223693,-0.0995038,0.09727453,-0.06446829,0.1678465,-0.4119789,0.2134113,-0.7407979,-0.01903724,-0.06111224,0.02332363,-0.4081115,0.1119845,-0.7326792,call
0.02485955,0.6588875,0.07012321,0.4533997,0.1798514,0.4161545,0.1632304,0.2313741,0.05687948,0.538885,-0.07284074,0.4516564,-0.1108331,0.2154751,-0.1074319,-0.09559446,0.09578685,-0.05886518,0.1770314,-0.3983871,0.2162426,-0.7389852,-0.01983031,-0.04998286,0.03234113,-0.4054117,0.1149349,-0.7315251,call
0.4315113,0.683588,0.4008418,0.4633624,0.5949675,0.4290633,0.7402856,0.3740056,0.4997523,0.6589535,0.2579164,0.3977326,0.2058789,0.1350095,0.264726,-0.1572231,0.5350539,-0.06484888,0.5145653,-0.3989553,0.4883251,-0.7404314,0.3841645,-0.07306573,0.3353684,-0.3975428,0.313502,-0.752,call
0.364277,0.636916,0.393302,0.4572383,0.5234675,0.3932154,0.5998578,0.1815306,0.3003124,0.1319588,0.257066,0.4738914,0.2202589,0.2821485,0.2019987,0.1446774,0.3902017,-0.05554583,0.443647,-0.3552577,0.4552528,-0.7202646,0.2711856,-0.04141277,0.23659,-0.3660374,0.2060871,-0.7119011,call
0.2339355,0.6768081,0.250863,0.4726168,0.3992811,0.4480313,0.4155007,0.2719331,0.2690308,0.5808388,0.07355099,0.484173,0.0378214,0.2572472,0.02459191,-0.0808164,0.2893111,-0.03048734,0.379907,-0.3459144,0.4317306,-0.7162575,0.1519481,-0.0297603,0.1561161,-0.3450494,0.1922064,-0.6937499,call
0.05662343,0.662463,0.02071905,0.4776341,0.1679004,0.4371564,0.3036203,0.2755432,0.1857183,0.4841411,-0.1451614,0.4490491,-0.2318868,0.2334549,-0.2147911,-0.09828214,0.09785813,-0.03726544,0.1156819,-0.3422613,0.09979712,-0.7042434,-0.05267691,-0.04276091,-0.1084014,-0.3829185,-0.153969,-0.7550029,call
0.1245887,0.3476342,0.1767841,0.1652539,0.2597815,0.09878096,0.2217292,-0.1206289,-0.0544018,0.008890439,0.04284735,0.1347249,-0.1002281,-0.04204014,-0.1732028,0.01148884,0.1758133,-0.3319745,0.2451809,-0.6460838,0.2911804,-0.9581379,0.08034091,-0.3335956,0.08732554,-0.6266204,0.1120736,-0.9351378,call
0.1330944,0.3404524,0.1725364,0.1523979,0.2520732,0.07820449,0.3016259,-0.2031042,0.2188541,-0.4872836,0.02713662,0.144402,-0.1740084,0.05688313,0.01906845,0.3049825,0.1669037,-0.3545066,0.2433853,-0.6706833,0.2901318,-0.9629927,0.06776136,-0.3353975,0.06861603,-0.6273464,0.0901605,-0.9254696,call
0.02604274,0.4132525,0.01042959,0.2038372,0.174864,0.1824446,0.2479849,-0.01919843,0.1198229,0.180852,-0.1550862,0.1883043,-0.2321133,-0.05657519,-0.2352259,-0.3515752,0.08268885,-0.3079945,0.08643571,-0.5959001,0.04907414,-0.9164628,-0.07508899,-0.3032158,-0.1482555,-0.6077405,-0.2134317,-0.9095413,call
0.1454649,0.4744145,0.1759144,0.269016,0.2422869,0.18413,0.2673,-0.05383841,0.092362,-0.1748761,0.07674257,0.2430889,0.04842326,-0.06986815,-0.1730624,-0.2426277,0.1896953,-0.2583795,0.2393027,-0.617909,0.2991637,-0.9855562,0.1293536,-0.2573753,0.1298716,-0.6070222,0.2327232,-0.9738221,call
0.1879927,0.4986602,0.1863835,0.2905596,0.2698497,0.2075014,0.1158386,0.0653568,-0.07212577,0.3149098,0.07758464,0.2019654,-0.0150098,-0.03775965,0.212742,0.142169,0.1952555,-0.2005315,0.2266192,-0.6285507,0.2984377,-0.9906192,0.1346391,-0.195948,0.09835215,-0.5672337,0.2268115,-0.9749208,call
0.02094285,0.4648109,0.01529982,0.2645852,0.1948233,0.2379968,0.2400593,0.02422903,0.1083449,-0.03387108,-0.160628,0.2360428,-0.2028208,0.01206945,0.09096012,-0.03145564,0.1191035,-0.2728384,0.1749438,-0.5927919,0.173626,-0.9504179,-0.03131342,-0.2799206,-0.07299832,-0.5993842,-0.08572177,-0.9483038,call
0.0106209,0.4876462,0.03586807,0.2791176,0.1655329,0.2244469,0.2516011,0.1559089,0.1051119,0.4089667,-0.1519283,0.2320589,-0.1966653,0.01713425,-0.2454311,-0.3173131,0.1148683,-0.2798523,0.1696368,-0.5856323,0.1735331,-0.9446927,-0.04201348,-0.2860726,-0.06908534,-0.5885655,-0.08620201,-0.9339092,call
-0.2132851,0.3518102,-0.1380585,0.1737659,-0.06900674,0.05633049,-0.09652021,0.1181409,-0.1659506,0.3088115,-0.2262304,0.2021316,-0.1819255,0.1595247,-0.1122707,0.4029808,-0.1315172,-0.3495499,-0.04765363,-0.6537353,0.003640854,-0.9973997,-0.187475,-0.3593507,-0.1749865,-0.6603943,-0.09998763,-0.9805026,call
-0.17244,0.3063752,-0.168588,0.08347997,-0.01958168,0.04308006,0.08857449,-0.1367099,-0.005941018,0.1653163,-0.3338765,0.05276624,-0.3652047,-0.2063265,-0.3532295,-0.4599364,-0.09097172,-0.423473,-0.05815267,-0.6742499,-0.05597622,-0.9978566,-0.236808,-0.4247974,-0.2351206,-0.7075213,-0.2116053,-0.9892374,call
-0.04073654,0.5403277,0.000355152,0.3291727,0.08760497,0.2550801,0.1257099,0.02856774,0.0203669,-0.3023495,-0.1309254,0.3139191,-0.2998343,0.1984538,-0.1754575,0.470338,0.01050628,-0.2067841,0.04767087,-0.5898294,0.1444834,-0.9790953,-0.0803547,-0.1881285,-0.05947451,-0.5177804,0.04281213,-0.9467848,call
-0.003544374,0.5403467,0.03860256,0.3335904,0.1129858,0.2531114,0.1508574,0.03400949,0.04463821,-0.3095703,-0.1089371,0.3254984,-0.2827587,0.218991,-0.122068,0.463771,0.0363215,-0.1976555,0.05963153,-0.5974907,0.1475099,-0.9817635,-0.05132863,-0.1786715,-0.04392339,-0.5006829,0.04672899,-0.9328915,call
0.05835334,0.4460845,0.05056493,0.2536135,0.2233386,0.2502553,0.2899782,0.05926421,0.09909935,-0.06893441,-0.1059687,0.2588601,-0.1950567,0.1068432,-0.05953699,0.327215,0.1315244,-0.2579623,0.1293394,-0.6087965,0.08839349,-0.9645091,-0.01419518,-0.2629982,-0.04838099,-0.6153855,-0.09833857,-0.971413,call
0.2840761,-0.06721771,0.3040264,-0.2600889,0.3812228,-0.3140546,0.3675665,-0.5284066,0.04847851,-0.6344394,0.2182245,-0.2940677,0.06070297,-0.5441241,0.08138485,-0.4905956,0.2113039,-0.7570292,-0.04632977,-0.6893781,-0.08254152,-1.04319,0.1202366,-0.7169069,-0.1935326,-0.6475283,-0.2036157,-1.002654,call
0.2784162,-0.07018083,0.302789,-0.2621712,0.3804567,-0.3146597,0.3680471,-0.5279582,0.04676851,-0.424884,0.2180791,-0.2932827,0.06255865,-0.5442808,0.05657088,-0.4398221,0.2154894,-0.7545684,-0.04076283,-0.6919948,-0.08082741,-1.033421,0.1261746,-0.7142791,-0.1923625,-0.6443757,-0.1963115,-0.9977162,call
0.3008895,-0.07232585,0.3107819,-0.2641312,0.3752881,-0.3110452,0.3589318,-0.5219606,0.04811537,-0.588435,0.1733356,-0.2699062,0.1663793,-0.4835857,-0.02446049,-0.6562549,0.2646068,-0.7398875,-0.05990332,-0.7047362,-0.08749709,-1.022271,0.1477884,-0.708354,-0.1856861,-0.6154883,-0.206492,-0.9987319,call
0.02965079,0.3214792,0.02811735,0.1229093,0.188862,0.08746193,0.2577749,-0.1154208,0.03499262,-0.152555,-0.138849,0.1125511,-0.1842302,-0.07761506,-0.01891659,-0.1614942,0.08835588,-0.3721126,0.1095747,-0.6220737,0.131147,-0.9412116,-0.05404165,-0.3747773,-0.04722646,-0.6285331,-0.04573907,-0.9383165,call
0.02536539,0.3426422,0.01579703,0.1424735,0.1890875,0.08638737,0.2507156,-0.1490908,0.2515983,-0.4580384,-0.1274021,0.1068362,-0.2657253,0.03947338,-0.1150457,0.2460629,0.09281438,-0.3708285,0.1056832,-0.6263687,0.1288641,-0.9386443,-0.05515486,-0.3686538,-0.04754435,-0.6191943,-0.04508302,-0.9383002,call
-0.02035097,0.3072839,0.03544214,0.1200839,0.1041371,0.06789186,0.1433014,-0.1600674,-0.1382716,-0.06213943,-0.06381447,0.04353917,-0.1654746,-0.0610609,0.1151838,-0.09287247,0.1036853,-0.3606713,0.1386451,-0.6203336,0.1922813,-0.954291,0.0194405,-0.3793639,0.04195285,-0.6798791,0.1126388,-0.9596235,call
-0.01481391,0.302197,0.03682655,0.1163821,0.1115256,0.06284999,0.1390339,-0.163176,-0.1333675,-0.05904862,-0.06115136,0.03871367,-0.01014377,-0.2010181,0.1674622,-0.3785264,0.1013478,-0.3558356,0.1429207,-0.6199279,0.1933543,-0.9524336,0.02044496,-0.3765432,0.02640606,-0.600482,0.1101858,-0.9568251,call
-0.004896665,0.3445256,0.0393308,0.1393015,0.08423234,0.09599659,0.04105344,-0.1597289,-0.02029723,-0.002245215,-0.08915485,0.06872638,-0.02747645,0.13263,0.05247355,-0.05140208,0.04170625,-0.3815394,0.1059725,-0.6249636,0.1785882,-0.9620889,-0.05089178,-0.3681217,-0.01163494,-0.5664139,0.0857391,-0.9439225,call
-0.09208801,0.2888306,-0.1119364,0.1128414,0.05673541,0.0926652,0.09655939,-0.1333217,0.008492003,-0.05811405,-0.2629443,0.08661457,-0.302002,-0.170732,-0.2927956,-0.44451,-0.02533026,-0.3815686,0.002750397,-0.6535761,0.02072517,-0.963414,-0.1715149,-0.3850137,-0.1557803,-0.6490535,-0.14101,-0.960322,call
-0.06605699,0.3079405,-0.09012134,0.1223811,0.06456463,0.08717097,0.09824329,-0.1241595,-0.01113859,0.1860692,-0.2512133,0.1062691,-0.294295,-0.1559074,-0.2879433,-0.4293273,-0.02595348,-0.3769265,0.004522559,-0.6363356,0.02092702,-0.9614504,-0.1711643,-0.3753918,-0.1544877,-0.6419634,-0.1399382,-0.9579266,call
0.1228092,-0.04427886,0.1662218,-0.1983396,0.2430977,-0.2280645,0.2426401,-0.4237135,0.0107832,-0.3176506,0.08379889,-0.2200041,0.01677139,-0.3683541,-0.0835624,-0.2716844,0.1893484,-0.6301252,-0.0612483,-0.6504557,-0.06931625,-0.9892669,0.1120215,-0.609948,-0.1248827,-0.654208,-0.1147807,-1.002249,call
0.1098554,-0.05741154,0.1380618,-0.2209892,0.2450046,-0.2338766,0.2144984,-0.4303095,0.05230261,-0.261724,0.05900686,-0.2448191,0.03920008,-0.3719329,-0.09023114,-0.3440726,0.1989388,-0.6315511,-0.0831499,-0.6553172,-0.06885797,-0.9937387,0.09768812,-0.6156005,-0.1278618,-0.6528819,-0.09751927,-0.9937302,call
